strength,ccs_value,gs_value,prompt_length,negative_prompt_length,error_correction_level,qr_version,image_resolution,num_iterations,seed_value,is_scannable,generated_date,sample_id,strength_ccs_interaction,strength_gs_interaction,ccs_gs_interaction,prompt_ratio,strength_category,ccs_category,prompt_category,gs_category,resolution_category,is_optimal_params,suboptimal_count,strength_deviation,ccs_deviation,gs_deviation,prompt_complexity,params_mean,params_std,params_range,prompt_length_log,negative_prompt_length_log,num_iterations_log
0.7974260216069281,1.2683908458143909,12.03923417180362,5,15,H,15,256,45,742,1,2025-10-08,1147,1.0114478660204163,9.60039860881554,15.270454414131512,0.3125,high,low,medium,optimal,low,0,2,0.19742602160692813,0.23160915418560912,0.46076582819637935,8.0,4.701683679741646,6.358866831761724,11.241808150196693,1.791759469228055,2.772588722239781,3.828641396489095
0.0792802846311917,1.3232626333902109,5.189639021000278,5,12,H,9,768,43,9650,1,2025-10-08,4292,0.1049086382169962,0.41143605871804106,6.867255397273423,0.38461538461538464,low,optimal,medium,low,medium,0,2,0.5207197153688082,0.17673736660978911,7.310360978999722,7.1,2.1973939796738935,2.664961690439987,5.110358736369086,1.791759469228055,2.5649493574615367,3.784189633918261
0.0169476648895809,1.0329344648289782,15.8244445400705,20,15,L,19,512,61,9757,0,2025-10-08,2704,0.01750582716282011,0.26818738312887297,16.345614152213567,1.25,low,low,long,high,low,0,4,0.5830523351104191,0.4670655351710218,3.3244445400705,18.5,5.6247755565963535,8.847767674602798,15.807496875180918,3.044522437723423,2.772588722239781,4.127134385045092
0.3509150125520787,1.5219231657986507,6.553648491545225,16,19,M,10,512,37,7166,0,2025-10-08,429,0.5340656868295328,2.299773642672504,9.97414945978406,0.8,low,optimal,long,low,low,0,3,0.2490849874479213,0.021923165798650723,5.946351508454775,16.9,2.808828889965318,3.295537954572107,6.202733478993146,2.833213344056216,2.995732273553991,3.6375861597263857
0.5247564316322378,0.9831013027935946,8.601899306772799,17,10,L,30,1024,67,2249,0,2025-10-08,18,0.5158887315869709,4.5139019854819145,8.456538414987657,1.5454545454545454,optimal,low,long,low,high,0,3,0.07524356836776214,0.5168986972064054,3.8981006932272013,14.899999999999999,3.369919013732877,4.536819739123272,8.077142875140561,2.8903717578961645,2.3978952727983707,4.219507705176107
0.4674015112498697,1.1866469190562012,10.880443022053868,25,9,M,9,1024,28,7883,0,2025-10-08,1086,0.5546405632868703,5.085535511576078,12.911244190086766,2.5,low,low,long,optimal,high,0,3,0.13259848875013025,0.31335308094379877,1.6195569779461323,20.2,4.178163817453313,5.815474047012712,10.413041510803998,3.258096538021482,2.302585092994046,3.367295829986474
0.3024195112785364,1.0821821851527456,17.890403371292322,2,16,Q,30,256,50,1487,0,2025-10-08,3549,0.3272730075482319,5.4104070441221035,19.36067581360917,0.11764705882352941,low,low,short,high,low,0,3,0.2975804887214636,0.41781781484725444,5.390403371292322,6.199999999999999,6.425001689241202,9.93698064076696,17.587983860013786,1.0986122886681098,2.833213344056216,3.9318256327243257
0.8178342161750216,1.3887402187646076,14.051263677084249,25,7,L,27,768,59,692,0,2025-10-08,1481,1.135759268284081,11.491604215616748,19.513554992833164,3.125,high,optimal,long,optimal,medium,0,2,0.21783421617502163,0.11125978123539237,1.5512636770842487,19.6,5.419279370674626,7.4809657274662555,13.233429460909226,3.258096538021482,2.0794415416798357,4.0943445622221
0.6242379959139921,1.530017917586194,5.23049376102085,21,18,L,35,256,76,5225,1,2025-10-08,750,0.9550953185865053,3.2650729430202943,8.002749172184702,1.105263157894737,optimal,optimal,long,low,low,0,2,0.024237995913992116,0.0300179175861941,7.26950623897915,20.099999999999998,2.461583224840345,2.4403398297480376,4.606255765106858,3.091042453358316,2.9444389791664403,4.343805421853684
0.7502657639388423,1.5113294486710953,7.72230687288048,7,6,Q,4,768,25,3219,0,2025-10-08,3631,1.1338987433704886,5.793782465351845,11.670949788659465,1.0,high,optimal,medium,low,medium,0,2,0.15026576393884228,0.01132944867109531,4.77769312711952,6.699999999999999,3.327967361830139,3.8245874662292882,6.972041108941637,2.0794415416798357,1.9459101490553132,3.258096538021482
0.6226895409497974,1.13988785158159,6.83080650621974,28,11,Q,18,512,21,283,0,2025-10-08,3714,0.7097962430355911,4.25347176767486,7.786353352944366,2.3333333333333335,optimal,low,long,low,low,0,3,0.02268954094979747,0.36011214841841,5.66919349378026,22.9,2.8644612995837093,3.4446762179896617,6.208116965269943,3.367295829986474,2.4849066497880004,3.091042453358316
0.2888849389091656,1.8148407361830765,11.262842091612956,7,17,L,18,768,89,7524,0,2025-10-08,2834,0.5242801552021132,3.253665449579188,20.4402646330566,0.3888888888888889,low,high,medium,optimal,medium,0,2,0.31111506109083437,0.3148407361830765,1.2371579083870436,10.0,4.455522588901733,5.9444793197388535,10.973957152703791,2.0794415416798357,2.8903717578961645,4.499809670330265
0.1657497798201559,1.7049568602770502,18.866451376763933,4,6,Q,5,512,83,5352,1,2025-10-08,2778,0.2825962241937854,3.127110161686299,32.16648570389707,0.5714285714285714,low,high,medium,high,low,0,3,0.43425022017984405,0.20495686027705018,6.3664513767639335,4.6,6.91238600562038,10.381090924479578,18.700701596943777,1.6094379124341003,1.9459101490553132,4.430816798843313
0.1325246727418484,1.5411974809643554,19.21403752411583,24,19,L,16,768,62,2155,1,2025-10-08,1685,0.2042466917953623,2.5463340349330457,29.61262623132192,1.2,low,optimal,long,high,medium,0,3,0.46747532725815155,0.04119748096435538,6.714037524115831,22.499999999999996,6.962586559274012,10.6334203259393,19.081512851373983,3.2188758248682006,2.995732273553991,4.143134726391533
0.5230978441701488,0.9561419539569258,10.33155021086797,25,16,L,4,768,61,7023,1,2025-10-08,480,0.5001557948355015,5.404411642240682,9.87842860602339,1.4705882352941178,optimal,low,long,optimal,medium,0,2,0.07690215582985116,0.5438580460430742,2.16844978913203,22.3,3.9369300029983485,5.542134742355707,9.808452366697821,3.258096538021482,2.833213344056216,4.127134385045092
0.5971553059903019,1.1939289079005944,10.89125275308065,16,8,M,12,512,25,7333,1,2025-10-08,3339,0.7129609823280464,6.503769370383593,13.003381505154922,1.7777777777777777,optimal,low,long,optimal,low,0,2,0.002844694009698112,0.30607109209940564,1.60874724691935,13.6,4.227445655657182,5.778735022194544,10.294097447090348,2.833213344056216,2.1972245773362196,3.258096538021482
0.1199529417309698,0.7373611127228941,18.18908961774364,22,13,L,20,768,56,131,0,2025-10-08,4631,0.08844863458913237,2.1818348070565907,13.411927359955891,1.5714285714285714,low,low,long,high,medium,0,4,0.48004705826903016,0.7626388872771059,5.68908961774364,19.299999999999997,6.348801224065834,10.258636368762561,18.069136676012672,3.1354942159291497,2.6390573296152584,4.04305126783455
0.0205844942958024,0.7482496619954835,18.291109506432875,3,16,M,18,768,42,9339,1,2025-10-08,11,0.015402340899182104,0.3765132392990646,13.686316505710773,0.17647058823529413,low,low,short,high,medium,0,3,0.5794155057041975,0.7517503380045165,5.791109506432875,6.8999999999999995,6.353314554241387,10.34483375359398,18.27052501213707,1.3862943611198906,2.833213344056216,3.7612001156935624
0.566605258905463,0.8459579603213959,13.53153653784316,22,9,M,23,256,87,7765,1,2025-10-08,3778,0.4793242291310419,7.667039763413356,11.447111049568242,2.2,optimal,low,long,optimal,low,0,2,0.033394741094536995,0.6540420396786041,1.0315365378431594,18.099999999999998,4.981366585690006,7.4059816460057535,12.964931278937696,3.1354942159291497,2.302585092994046,4.477336814478207
0.6971358058918092,1.9352220058863168,19.85847819135102,17,14,M,24,512,69,7190,1,2025-10-08,3459,1.3491125526531211,13.84405619771241,38.43056399931599,1.1333333333333333,optimal,high,long,high,low,0,3,0.09713580589180926,0.43522200588631677,7.358478191351018,16.099999999999998,7.496945334376381,10.723284724850025,19.16134238545921,2.8903717578961645,2.70805020110221,4.248495242049359
0.6542925523249619,1.2756768962853793,19.934130672716392,19,5,L,35,1024,87,1616,0,2025-10-08,2115,0.8346658924125465,13.042753236230917,25.429509946718028,3.1666666666666665,optimal,low,long,high,high,0,3,0.054292552324961885,0.22432310371462072,7.4341306727163925,14.799999999999999,7.288033373775577,10.956247637601042,19.27983812039143,2.995732273553991,1.791759469228055,4.477336814478207
0.3042422429595377,0.5622459882648596,5.104363809549368,5,18,M,20,768,26,6275,0,2025-10-08,17,0.1710589805647028,1.5529630942987904,2.869908074563468,0.2631578947368421,low,low,medium,low,medium,0,3,0.29575775704046225,0.9377540117351404,7.395636190450632,8.899999999999999,1.9902840135912552,2.699955780164517,4.80012156658983,1.791759469228055,2.9444389791664403,3.295836866004329
0.9252483174156658,1.630213408169721,18.86116707941404,17,9,Q,36,256,29,5409,0,2025-10-08,1016,1.5083522129374924,17.45126310472359,30.74772746659011,1.7,high,optimal,long,high,low,0,3,0.32524831741566584,0.13021340816972105,6.361167079414042,14.599999999999998,7.138876268333142,10.15791909494554,17.935918761998376,2.8903717578961645,2.302585092994046,3.4011973816621555
0.7022587660316643,1.0438748188920155,9.708190602256474,17,7,H,1,768,63,7265,0,2025-10-08,2314,0.7330702422066339,6.817661952740831,10.134135706699643,2.125,high,low,long,low,medium,0,4,0.10225876603166428,0.4561251811079845,2.791809397743526,13.999999999999998,3.8181080623933847,5.103820101325377,9.00593183622481,2.8903717578961645,2.0794415416798357,4.1588830833596715
0.8742225246851758,1.289892413884684,15.195126967109523,23,8,Q,30,512,29,5405,0,2025-10-08,2312,1.127653002638524,13.283922260098286,19.60007900288916,2.5555555555555554,high,low,long,high,low,0,4,0.27422252468517583,0.2101075861153161,2.6951269671095233,18.499999999999996,5.786413968559795,8.150834655481962,14.320904442424347,3.1780538303479458,2.1972245773362196,3.4011973816621555
0.6636711653626481,1.6869660714690002,10.860761633819362,9,13,Q,5,768,90,1018,1,2025-10-08,971,1.1195907385790798,7.207974330242834,18.32173638656549,0.6428571428571429,optimal,optimal,medium,optimal,medium,0,0,0.06367116536264816,0.18696607146900024,1.6392383661806385,10.2,4.403799623550337,5.615251723454511,10.197090468456713,2.302585092994046,2.6390573296152584,4.51085950651685
0.6415044812562517,0.8801856945095243,8.982098374964734,28,9,L,8,256,49,3557,0,2025-10-08,4015,0.5646430673655061,5.762056358624373,7.905914496321204,2.8,optimal,low,long,low,low,0,3,0.041504481256251724,0.6198143054904757,3.5179016250352664,22.299999999999997,3.5012628502435033,4.74804283017484,8.340593893708482,3.367295829986474,2.302585092994046,3.912023005428146
0.1698870732190572,1.232502369506502,16.600883369431585,16,12,H,3,1024,55,6243,0,2025-10-08,4399,0.2093862202910126,2.8202754884836527,20.460628088725514,1.2307692307692308,low,low,long,high,high,0,4,0.4301129267809428,0.26749763049349795,4.100883369431585,14.799999999999999,6.001090937385715,9.195052339101649,16.430996296212527,2.833213344056216,2.5649493574615367,4.02535169073515
0.5371065418185478,1.5128462563430565,17.40423537626166,14,9,H,25,1024,52,5817,1,2025-10-08,652,0.8125596210475553,9.347928675939931,26.329932333490838,1.4,optimal,optimal,long,high,high,0,2,0.0628934581814522,0.012846256343056472,4.90423537626166,12.499999999999998,6.4847293914744215,9.469145959983843,16.86712883444311,2.70805020110221,2.302585092994046,3.970291913552122
0.0375710903989073,1.82739012026745,5.164488740846709,17,16,H,17,768,68,7594,1,2025-10-08,2900,0.06865703940263844,0.19403547334649063,9.43753570125576,1.0,low,high,long,low,medium,0,4,0.5624289096010927,0.32739012026745007,7.335511259153291,16.7,2.3431499838376886,2.6020813450526092,5.126917650447801,2.8903717578961645,2.833213344056216,4.23410650459726
0.6237430848640091,0.8804637115120633,8.301941312536462,15,19,M,30,1024,30,5203,1,2025-10-08,3422,0.5491831515293493,5.178278484641453,7.309558060791183,0.75,optimal,low,long,low,high,0,3,0.023743084864009112,0.6195362884879367,4.198058687463538,16.2,3.2687160363041783,4.360790511021402,7.6781982276724525,2.772588722239781,2.995732273553991,3.4339872044851463
0.0389299633256674,0.8470230698002257,14.367770230465208,11,19,M,35,512,32,6587,1,2025-10-08,2858,0.03297457704331701,0.5593367681436264,12.169832846792936,0.55,low,low,long,optimal,low,0,3,0.5610700366743325,0.6529769301997743,1.867770230465208,13.399999999999999,5.084574421197034,8.049630236358288,14.32884026713954,2.4849066497880004,2.995732273553991,3.4965075614664802
0.2369333249066486,1.4093249633311489,12.684271145753195,6,18,M,5,1024,94,6684,0,2025-10-08,3684,0.3339160494359897,3.0053265365807698,17.87625996737097,0.3157894736842105,low,optimal,medium,optimal,high,0,1,0.3630666750933514,0.09067503666885113,0.18427114575319514,9.599999999999998,4.7768431446636646,6.873077093469344,12.447337820846547,1.9459101490553132,2.9444389791664403,4.553876891600541
0.1198653673336828,0.6493695703100434,14.359183621420826,7,9,H,19,256,53,6722,1,2025-10-08,133,0.07783692208052911,1.721168819393409,9.324416898245055,0.7,low,low,medium,optimal,low,0,2,0.4801346326663172,0.8506304296899566,1.8591836214208257,7.6,5.042806186354851,8.072562174408894,14.239318254087143,2.0794415416798357,2.302585092994046,3.9889840465642745
0.926194068431782,1.0316359879810792,7.202722536101392,10,14,L,1,1024,96,6431,0,2025-10-08,2821,0.9554951328488367,6.6711188894970315,7.4305877796845445,0.6666666666666666,high,low,medium,low,high,0,3,0.326194068431782,0.46836401201892075,5.297277463898608,11.2,3.0535175308380844,3.5937036788494576,6.2765284676696105,2.3978952727983707,2.70805020110221,4.574710978503383
0.3374542789642289,1.726977156615808,6.7894937090271865,8,17,M,5,512,54,2397,0,2025-10-08,3989,0.5827758311734818,2.2911437041119376,11.725300540476686,0.4444444444444444,low,high,medium,low,low,0,3,0.26254572103577106,0.22697715661580808,5.7105062909728135,10.7,2.9513083815357413,3.3957979052068517,6.452039430062958,2.1972245773362196,2.8903717578961645,4.007333185232471
0.1421371237934576,1.813044859851141,11.95744597724948,11,11,M,3,512,66,7109,0,2025-10-08,2360,0.2577009816877536,1.699596979121891,21.679385965999874,0.9166666666666666,low,high,long,optimal,low,0,3,0.45786287620654237,0.31304485985114106,0.5425540227505206,11.0,4.6375426536313595,6.394037978143471,11.815308853456022,2.4849066497880004,2.4849066497880004,4.204692619390966
0.0610779598548637,1.815680701493432,18.93614540385236,26,19,L,10,256,28,647,0,2025-10-08,617,0.1108980729950666,1.1565811287823564,34.38199377044828,1.3,low,high,long,high,low,0,4,0.5389220401451362,0.31568070149343197,6.436145403852361,23.9,6.937634688400219,10.427984092664138,18.875067443997498,3.295836866004329,2.995732273553991,3.367295829986474
0.8212573046720129,1.8683123551722884,13.960239514667796,7,9,M,24,512,84,7519,0,2025-10-08,770,1.534365169094214,11.464948676391803,26.082087966418236,0.7,high,high,medium,optimal,low,0,2,0.22125730467201288,0.36831235517228844,1.460239514667796,7.6,5.5499363915040325,7.302327028921545,13.138982209995783,2.0794415416798357,2.302585092994046,4.442651256490317
0.5877693608621982,0.6896963681053567,11.795221255702828,15,7,Q,13,512,39,1968,0,2025-10-08,1966,0.4053823934702649,6.932869658692666,8.135121261057346,1.875,optimal,low,long,optimal,low,0,2,0.012230639137801758,0.8103036318946433,0.7047787442971725,12.6,4.3575623282234615,6.4414031871818525,11.207451894840629,2.772588722239781,2.0794415416798357,3.6888794541139363
0.1172039056802334,1.4341119145662162,9.402178660385216,25,11,H,2,256,26,3980,1,2025-10-08,3254,0.16808351756971773,1.101972060900492,13.483776439738664,2.0833333333333335,low,optimal,long,low,low,0,3,0.48279609431976656,0.06588808543378377,3.097821339614784,20.8,3.651164826877222,5.023861240208297,9.284974754704983,3.258096538021482,2.4849066497880004,3.295836866004329
0.5185616886657339,0.9410050828924296,11.44726547212073,24,17,L,30,768,54,375,1,2025-10-08,4402,0.4879691848277372,5.936113313827875,10.771934994484614,1.3333333333333333,optimal,low,long,optimal,medium,0,2,0.08143831133426604,0.5589949171075704,1.0527345278792701,21.9,4.302277414559631,6.1913451981253225,10.928703783454996,3.2188758248682006,2.8903717578961645,4.007333185232471
0.8056701529500532,0.9718814501210996,13.716593670468448,14,6,H,16,1024,78,4408,0,2025-10-08,1408,0.7830158765683858,11.051050120440046,13.330902947176773,2.0,high,low,long,optimal,high,0,3,0.2056701529500532,0.5281185498789004,1.2165936704684484,11.599999999999998,5.164715091179867,7.406610356633997,12.910923517518395,2.70805020110221,1.9459101490553132,4.3694478524670215
0.7716269109786077,1.273918817788135,6.517265868776429,24,16,H,17,256,51,2484,0,2025-10-08,2816,0.9829900422073785,5.028897730350268,8.302467630762632,1.411764705882353,high,low,long,low,low,0,4,0.17162691097860772,0.2260811822118649,5.982734131223571,21.599999999999998,2.85427053251439,3.1821730649070092,5.745638957797821,3.2188758248682006,2.833213344056216,3.9512437185814275
